Subject,Catalog Nbr,Section,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,I,NC,W,Instructor 1,Instructor 2,Instructor 3,Instructor 4,Instructor 5,Instructor 6
NSC,3361,003,10,16,16,7,7,9,3,4,6,5,2,4,1,,,,3,"Sultana, Rukhsana","Carreon, Ana S",,,,
NSC,3361,005,1,9,9,6,6,7,5,3,6,3,2,1,4,,,,5,"McWilliams, Steven P",,,,,
NSC,3361,006,6,15,8,3,3,3,2,1,,,,,,,,,2,"Marks, William","Rodriguez, Daniella",,,,
NSC,3361,HN1,8,11,2,1,,,1,,,,,,1,,,,,"LaDow, Eva S",,,,,
NSC,3361,HN2,6,10,4,1,2,,,1,,,,,,,,,,"LaDow, Eva S",,,,,
NSC,4310,001,10,7,4,5,2,3,,1,,,1,,1,,,,,"Miller, Van S",,,,,
NSC,4320,0W1,1,5,4,3,3,6,3,7,4,4,1,,3,,,,2,"Maqbool, Mohsin","Kopchenko, Nicholas Y",,,,
NSC,4350,001,5,6,1,4,2,1,,,,,2,,,,,,,"Miller, Van S",,,,,
NSC,4351,001,5,12,1,1,3,,,,,,2,,,,,,,"Miller, Van S",,,,,
NSC,4351,0H1,19,3,3,1,2,,,,,,,,,,,,,"Jahangiri, Faisal R",,,,,
NSC,4352,001,11,14,6,4,4,2,2,,1,1,,,,,,,,"Zwierzchowski, Amy","Yang, Ke",,,,
NSC,4352,002,4,12,9,9,10,3,2,4,1,2,,1,1,,,,1,"Raboune, Siham","Gayluak, Ynaluak J",,,,
NSC,4352,HN1,2,12,6,2,3,,,,,,,,,,,,,"LaDow, Eva S",,,,,
NSC,4353,102,1,4,7,2,1,,,,,,,,,,,,,"Raboune, Siham",,,,,
NSC,4353,103,5,5,3,,1,,,,,,,,,,,,,"Raboune, Siham","Green, Audrey",,,,
NSC,4353,105,7,5,2,1,,,,,,,,,,,,,,"Zwierzchowski, Amy","Bynum, Zachary S",,,,
NSC,4353,106,1,2,5,,2,1,1,,,,,,,,,,,"Sultana, Rukhsana","Porras, Abi",,,,
NSC,4353,108,5,2,1,,3,1,1,,,,,,,,,,,"Taylor, Anna M","Nematgorgani, Shiva",,,,
NSC,4353,109,10,3,1,1,,,,,,,,,,,,,,"Zwierzchowski, Amy","Suzaki, Aoi",,,,
NSC,4354,001,15,15,12,8,11,14,7,2,7,,,,1,,,,,"Marks, William","Pham, Hoai Phuong T",,,,
NSC,4354,002,6,15,10,9,6,7,4,1,1,,2,1,1,,,,2,"Engineer, Crystal T","Kim, Minsung",,,,
NSC,4356,001,,3,,,3,,,3,,,,,1,,,,1,"Sultana, Rukhsana",,,,,
NSC,4356,002,,27,,,16,,,7,,,2,,,,,,1,"Thorn, Catherine A","Ojo, Michael",,,,
NSC,4359,501,15,9,,,8,,,1,,,,,,,,,,"Rypma, Bart P","Batchalli Maruthy, Gayathri",,,,
NSC,4360,001,,11,,,1,,,1,,,,,2,,,,,"Shirazi, Vanessa J",,,,,
NSC,4362,001,2,4,6,,3,2,,1,1,,,1,3,,,,,"Nguyen, Lena H",,,,,
NSC,4363,001,,77,,,14,,,1,,,,,,,,,,"Dussor, Gregory O","Schaub, Mandee",,,,
NSC,4363,002,3,2,4,,2,4,4,,1,,1,,,,,,,"Raboune, Siham",,,,,
NSC,4364,0W1,13,30,1,,,,,,,,,,,,,,2,"Shareef, Safi Ullah",,,,,
NSC,4366,001,,15,,,11,,,8,,,,,3,,,,,"Solodkin, Ana J",,,,,
NSC,4366,002,8,20,4,7,2,2,3,3,3,,5,,6,,,,1,"Taylor, Anna M","Ashshareef, Salma",,,,
NSC,4372,0W1,,19,1,9,23,3,8,4,3,,2,1,1,,,,1,"Burton, Michael D","Ramos Freitas, Lindsey E",,,,
NSC,4373,0W1,28,22,14,9,5,6,3,1,1,,,,,,,,,"Marks, William",,,,,
NSC,4382,0W1,72,19,8,5,1,3,1,,,,,,,,,,,"Jahangiri, Faisal R","Arnold, Rachel L",,,,
NSC,4388,001,11,9,5,1,1,,,,,,,,1,,,,,"McWilliams, Steven P",,,,,
NSC,4V90,002,9,1,5,1,2,,1,,1,,,,1,,,,1,"Zwierzchowski, Amy",,,,,
NSC,4V98,033,,,,,,,,,,,,,,11,,,,"Thorn, Catherine A",,,,,
OB,6152,X01,,18,2,,,,,1,,,,,,,,,,"Dowse, Eileen",,,,,
OB,6248,CW1,,23,,,,,,,,,,,,,,,,"Hicks, Robert F",,,,,
OB,6253,CW1,,,,,,,,,,,,,1,,3,,,"Warner, Lizette",,,,,
OB,6301,001,,8,8,3,1,2,,,,,,,,,,,,"Hasenhuttl, Maria","Shen, Jia",,,,
OB,6301,501,,8,24,5,14,3,,,,,,,,,,,,"Hicks, Jeffrey N","Teschner, Ryan S",,,,
OB,6301,0W1,,30,23,8,2,5,1,,,,,,1,,,,1,"Hasenhuttl, Maria","Teschner, Ryan S",,,,
OB,6301,0W2,,13,1,5,2,1,4,,,,,,,,,,1,"Hasenhuttl, Maria","Shen, Jia",,,,
OB,6301,CW1,,28,1,,,,,1,,,,,,,,,,"Ghosh, Anne F",,,,,
OB,6301,CW2,,19,2,1,,,,,,,,,1,,,,,"Bianco-Mathis, Virginia",,,,,
OB,6301,GW1,,5,17,7,3,,,,,,,,1,,,,,"Hicks, Jeffrey N",,,,,
OB,6301,MBC,,11,18,10,6,,,,,,,,,,,,,"Hicks, Jeffrey N","Teschner, Ryan S",,,,
OB,6301,X01,,6,6,1,4,2,,,,,,,,,,,,"Hicks, Jeffrey N",,,,,
OB,6331,501,,24,1,2,,,1,,,,,,,,,,,"Hasenhuttl, Maria",,,,,
OB,6332,001,,36,,2,4,,,1,,,,,,,,,,"Ziegler, Laurie L","Huang, He",,,,
OB,6332,501,,19,9,6,2,,,,,,,,,,,,,"Ritchey, Kemberly A",,,,,
OB,6332,0W1,,26,,1,10,1,,2,,,,,,,,,,"Ziegler, Laurie L","Huang, He",,,,
OB,6332,0W2,,19,,1,15,1,,1,,,,,,,,,1,"Ziegler, Laurie L","Huang, He",,,,
OB,6334,CW1,,12,8,2,6,1,2,,,,,,2,,,,,"Latham, Van M",,,,,
OB,6348,CW1,,27,2,,1,,,2,,,,,,,,,,"Plaisance Bryan, Suzette T",,,,,
OB,6350,CW1,,13,5,2,3,,,,,,,,,,,,,"Hicks, Robert F",,,,,
OB,6352,CW1,,15,2,1,1,,,,,,,,1,,,,,"Warner, Lizette",,,,,
OB,6370,CW1,,9,,3,,,,,,,,,,,,,,"Latham, Van M",,,,,
OB,6377,CW1,,34,1,,,,,,,,,,,,,,,"Plaisance Bryan, Suzette T",,,,,
OB,6378,CW1,,6,2,3,1,,1,,,,,,,,,,,"Albrecht, Dale J",,,,,
OB,6379,CW1,,7,,,2,,,1,,,,,,,,,,"Albrecht, Dale J",,,,,
OB,6V95,CW1,,16,,,,,,,,,,,,,,,,"Dixon, Nancy M","Narro, Amber",,,,
OB,6V95,CW2,,12,,,,,,,,,,,,,,,,"Dixon, Nancy M","Narro, Amber",,,,
OBHR,3310,001,1,18,20,10,7,4,,,,,1,1,1,,,,,"Wu, Junfeng","Huang, He",,,,
OBHR,3310,003,14,11,8,7,2,4,,1,1,,,,,,,,,"Kautz, Jason D",,,,,
OBHR,3310,004,1,20,17,15,5,2,,,,,,,,,,,,"Wu, Junfeng","Huang, He",,,,
OBHR,3310,005,14,14,14,10,3,2,1,1,1,,,,,,,,,"Kautz, Jason D",,,,,
OBHR,3310,006,1,16,14,13,11,3,1,1,,,,,,,,,,"Wu, Junfeng","Huang, He",,,,
OBHR,3310,501,7,16,21,6,5,1,1,2,,,,,,,,,,"Kim, Hwayoung",,,,,
OBHR,3310,502,15,10,12,15,3,2,1,1,,1,,,,,,,,"Kautz, Jason D",,,,,
OBHR,3330,001,1,2,7,9,6,14,7,3,5,1,3,1,,,,,1,"Skuza, Agnieszka","Kulkarni, Shraddha G",,,,
OBHR,3330,002,,4,9,9,9,15,4,5,3,2,,1,1,,,,2,"Meda, Edward","Adep, Pravin Ravindra","Jafari Gorizi, Amirsalar",,,
OBHR,3330,003,10,10,11,5,7,5,3,5,1,,,,3,,,,,"Weekley, Jeffrey A","Zhang, Zelu",,,,
OBHR,3330,004,,13,24,6,9,7,2,3,,,,,,,,,1,"Meda, Edward","Adep, Pravin Ravindra","Jafari Gorizi, Amirsalar",,,
OBHR,3330,005,,8,9,14,10,7,3,3,2,,2,,1,,,,,"Meda, Edward","Adep, Pravin Ravindra","Jafari Gorizi, Amirsalar",,,
OBHR,3330,006,22,22,7,,1,1,,1,,,,,1,,,,,"Albrecht, Dale J","Zhang, Zelu",,,,
OBHR,3330,007,,6,7,3,14,5,,3,1,,1,,,,,,,"Weekley, Jeffrey A","Zhang, Zelu",,,,
OBHR,3330,501,13,15,17,4,1,3,1,1,,,1,1,1,,,,1,"Albrecht, Dale J","Zhang, Zelu",,,,
OBHR,3330,502,8,4,9,1,7,7,2,1,,,,,,,,,,"Thomas, Alayna G",,,,,
OBHR,4300,001,28,10,,9,,1,,,,,,,,,1,,,"Edgington, Kyle D",,,,,
OBHR,4310,001,22,8,3,,4,,,1,,,,,,,,,,"McNulty, Diane S","Barden, John P","Dhawan, Mehak",,,
OBHR,4331,501,15,4,8,2,2,2,,,,,,,,,,,,"Albrecht, Dale J",,,,,
OBHR,4333,001,9,7,11,2,2,1,1,1,,,,,,,,,,"Albrecht, Dale J",,,,,
OBHR,4334,001,4,5,6,3,2,1,1,1,1,,,,,,,,,"Weekley, Jeffrey A","Zhang, Zelu",,,,
OBHR,4335,501,,7,7,4,2,3,,1,1,,,,,,,,1,"Meda, Edward","Adep, Pravin Ravindra","Jafari Gorizi, Amirsalar",,,
OBHR,4352,001,4,5,6,4,2,1,5,2,1,1,1,,,,,,,"Ritchey, Kemberly A",,,,,
OBHR,4354,001,,15,9,8,2,1,,3,,,,,,,,,,"Meda, Edward","Adep, Pravin Ravindra","Jafari Gorizi, Amirsalar",,,
OPRE,3310,001,7,6,12,14,11,11,3,1,,,,,1,,,,1,"Shahsavand, Parisa",,,,,
OPRE,3310,002,7,4,4,8,14,4,8,4,10,,6,,,,,,,"Parks, David","Radhika Venugopal Jawahar, Venkatesan",,,,
OPRE,3310,003,2,17,8,12,16,8,1,4,2,,,,2,,,,1,"Mirzaeian, Neda","Lohia, Varun",,,,
OPRE,3310,004,3,9,4,4,8,17,7,9,9,,2,,1,,,,2,"Parks, David","Radhika Venugopal Jawahar, Venkatesan",,,,
OPRE,3310,005,6,22,,25,15,5,,,,,,,,,,,,"Qi, Anyan","Jiang, Shanlin",,,,
OPRE,3310,006,9,25,,13,19,5,2,,,1,,,,,1,,,"Qi, Anyan","Jiang, Shanlin",,,,
OPRE,3310,007,7,18,4,14,12,8,1,3,1,,,,2,,,,1,"Wang, Mengxin","Wang, Zihan",,,,
OPRE,3310,008,,10,17,16,14,9,1,1,1,,,,2,,,,,"Celik, Beyza",,,,,
OPRE,3310,501,1,25,,,39,,,6,,,1,,2,,,,1,"Hogan, James W",,,,,
OPRE,3310,0W1,,14,,1,22,,1,23,,,6,,2,,,,1,"Deluke, Eugene",,,,,
OPRE,3310,0W2,1,18,,6,26,,3,12,,,3,,,,,,,"Subramoniam, Ramesh","Joshi, Trushil",,,,
OPRE,3320,001,1,,2,1,2,5,3,1,3,,2,,,,,,,"Fatehi, Soraya","Thiruppathy, Balaji",,,,
OPRE,3330,001,3,6,6,8,6,6,8,7,6,1,3,2,2,,,,4,"Kennedyd, Sarmann I","Dang, Sidakvir S","Kurvinkop, Amit A",,,
OPRE,3330,0W1,16,6,9,7,11,8,3,7,3,,,,,,,,,"Alborz, Shawn",,,,,
OPRE,3330,0W2,9,14,13,9,8,4,9,1,1,,,,,,,,1,"Alborz, Shawn",,,,,
OPRE,3330,0W3,14,10,10,7,9,7,3,5,1,,1,,1,,,,,"Alborz, Shawn",,,,,
OPRE,3333,001,,40,7,7,2,6,4,6,,2,,,2,,,,,"Nguyen, Hien T","Joshi, Trushil","Pardhi, Tanvi R",,,
OPRE,3333,002,11,14,11,5,9,2,3,5,2,,,1,9,,,,1,"Oguzman, Neslihan","Nguyen, Hien T",,,,
OPRE,3333,003,,3,12,7,13,3,5,6,2,2,,2,,,,,3,"Sajjadi, Seyed R",,,,,
OPRE,3333,004,4,26,4,13,4,4,4,2,2,4,1,,5,,,,1,"Enayaty Ahangar, Negin","Riaz, Muhammad Ahson","Bhagwath, Amogh Mahesh",,,
OPRE,3333,501,7,5,7,3,1,11,4,5,4,3,1,2,3,,,,2,"Sajjadi, Seyed R",,,,,
OPRE,3333,0W1,,19,5,6,9,2,1,6,4,1,1,,4,,,,7,"Enayaty Ahangar, Negin","Riaz, Muhammad Ahson","Bhagwath, Amogh Mahesh",,,
OPRE,3333,0W2,1,7,4,4,6,6,1,4,8,,2,,8,,,,5,"Enayaty Ahangar, Negin","Riaz, Muhammad Ahson","Bhagwath, Amogh Mahesh",,,
OPRE,3340,501,22,8,6,2,3,5,2,5,1,2,3,1,4,,,,1,"Whalen, Tristan G","Bhagwath, Amogh Mahesh","Shah, Bhavya",,,
OPRE,3360,001,4,3,7,4,9,9,9,7,5,3,9,,1,,,,6,"Woldu, Malgorzata",,,,,
OPRE,3360,002,2,18,12,11,12,17,3,1,1,,1,1,,,1,,,"Chen, Mingliu","Tahergandomabadi, Mohammadmahdi",,,,
OPRE,3360,003,2,6,3,8,14,6,8,12,3,9,,,3,,1,,3,"Wang, Yining","Radhika Venugopal Jawahar, Venkatesan",,,,
OPRE,3360,004,6,19,8,12,9,7,4,5,3,1,,2,,,,,3,"Kennedyd, Sarmann I","Kurvinkop, Amit A","Dang, Sidakvir S",,,
OPRE,3360,005,12,7,11,9,10,4,4,4,4,1,8,,3,,,,,"Takasi, Venkanna Dora Goutham",,,,,
OPRE,3360,006,18,18,8,5,4,6,4,5,6,3,3,,,,,,,"Ramezani, Rasoul","Padsumbiya, Mihir Harjivan",,,,
OPRE,3360,007,3,15,18,9,11,5,6,3,3,2,2,3,,,,,,"Kennedyd, Sarmann I","Kurvinkop, Amit A","Dang, Sidakvir S",,,
OPRE,3360,008,,6,15,11,6,3,3,3,,,,,7,,,,1,"Toptal, Aysegul","Molakalapalli, Krishna Priya",,,,
OPRE,3360,009,,4,6,3,6,9,5,8,4,3,1,6,3,,,,1,"Kennedyd, Sarmann I","Kurvinkop, Amit A","Dang, Sidakvir S",,,
OPRE,3360,502,18,8,15,10,3,6,6,4,2,2,1,,1,,,,1,"Ahadi, Khatereh","Jha, Shailesh K","Thiruppathy, Balaji",,,
OPRE,3360,503,2,2,2,3,1,2,1,1,1,,,,,,,,,"Ramezani, Rasoul","Padsumbiya, Mihir Harjivan",,,,
OPRE,3360,0W1,8,13,9,10,10,6,4,8,4,,,,,,,,2,"Brussolo, Monica E","Pasupuleti, Hima Bindu",,,,
OPRE,3360,0W2,5,11,11,7,7,7,6,9,2,1,1,3,4,,,,1,"Brussolo, Monica E","Pasupuleti, Hima Bindu",,,,
OPRE,4310,001,2,7,1,5,3,5,1,5,1,,1,1,,,,,,"Ramanathan, Kannan","Kalakota, Anusha","Nuti, Sowjanya",,,
OPRE,4320,001,2,4,1,2,9,2,4,2,,,2,,,,,,1,"Subramoniam, Ramesh","Raveena, FNU",,,,
OPRE,4330,501,1,1,2,2,2,3,,1,,,1,,1,,,,2,"Frazelle, Andrew","Choksi, Aditya Jay",,,,
OPRE,4340,0W1,6,6,3,4,10,3,3,2,,,2,,,,,,,"Hu, Bin","Salokhe, Raviraj",,,,
OPRE,4350,501,5,3,,8,6,1,,2,,,1,,3,,,,,"Sethi, Avanti P","Kiri, Yakshita M",,,,
OPRE,4362,001,5,7,4,5,1,1,2,2,,,,,,,,,,"Widdifield, David S",,,,,
OPRE,6301,001,,12,,6,3,4,,,,,,,1,,,,,"Sethi, Avanti P","Kiri, Yakshita M",,,,
OPRE,6301,002,,26,4,10,5,4,6,7,,,,,2,,,,2,"Ahadi, Khatereh","Thiruppathy, Balaji","Jha, Shailesh K",,,
OPRE,6301,003,,2,,3,2,,,2,,,,,1,,1,,,"Wang, Shouqiang","Loganathan, Naveen Kumar",,,,
OPRE,6301,004,,19,7,7,10,4,7,6,,,,,,,,,,"Ahadi, Khatereh","Jha, Shailesh K","Thiruppathy, Balaji",,,
OPRE,6301,005,,24,11,6,8,2,4,4,,,,,2,,,,2,"Ahadi, Khatereh","Thiruppathy, Balaji","Jha, Shailesh K",,,
OPRE,6301,0W1,,11,5,14,12,4,2,2,,,,,3,,,,2,"Leach, Sonia E","Batra, Nirmanyu",,,,
OPRE,6301,AW1,,17,2,,1,,,,,,,,,,,,,"Kim, Dohyeong",,,,,
OPRE,6301,GW1,,6,,1,2,1,1,,,,,,,,,,2,"Bush, Rhonda L",,,,,
OPRE,6301,MBC,,11,,4,12,,4,4,,,,,,,,,,"Wang, Shouqiang","Loganathan, Naveen Kumar",,,,
OPRE,6301,MBP,,12,2,8,3,2,2,,,,,,,,,,2,"Sethi, Avanti P","Kiri, Yakshita M",,,,
OPRE,6301,X01,,15,1,1,2,,,,,,,,,,,,,"Bush, Rhonda L",,,,,
OPRE,6302,001,,10,13,28,15,5,,,,,,,,,,,,"Janakiraman, Ganesh","Bu, Like",,,,
OPRE,6302,002,,8,7,16,4,1,,2,,,,,,,,,2,"Mirzaeian, Neda","Wang, Zihan",,,,
OPRE,6302,501,,20,13,13,3,6,1,,,,,,,,,,,"Wang, Guihua","Zhang, Minmin",,,,
OPRE,6302,0W1,,13,12,9,12,7,4,1,,,,,1,,,,4,"Leach, Sonia E","Batra, Nirmanyu",,,,
OPRE,6302,AW1,,4,5,3,2,,,,,,,,,,,,,"Leach, Sonia E",,,,,
OPRE,6302,GW1,,21,4,2,,,,,,,,,,,,,,"Rajamani, Divakar",,,,,
OPRE,6303,0W1,,12,2,12,3,2,4,3,,,,,,,,,7,"Sethi, Avanti P","Emandi, Kusuma P",,,,
OPRE,6325,501,,13,1,3,3,1,1,,,,,,,,,,,"Wang, Guihua","Zhang, Minmin",,,,
OPRE,6332,001,,26,3,5,7,5,,4,,,,,3,,,,,"Ramanathan, Kannan","Kalakota, Anusha","Nuti, Sowjanya",,,
OPRE,6332,002,,15,11,15,10,10,7,,,,,,1,,,,1,"Rios Uribe, Ignacio A","Lohia, Varun",,,,
OPRE,6332,003,,27,4,22,6,3,1,,,,,,2,,,,1,"Sethi, Avanti P","Emandi, Kusuma P",,,,
OPRE,6332,501,,13,6,7,2,1,,1,,,,,1,,,,,"Ramanathan, Kannan","Kalakota, Anusha","Nuti, Sowjanya",,,
OPRE,6332,502,,26,4,4,4,1,2,,,,,,2,,,,,"Ramanathan, Kannan","Kalakota, Anusha","Nuti, Sowjanya",,,
OPRE,6332,0W1,,18,4,7,4,5,1,5,,,,,2,,2,,,"Ramanathan, Kannan","Nuti, Sowjanya","Kalakota, Anusha",,,
OPRE,6332,0W2,,25,2,23,1,4,1,1,,,,,1,,,,2,"Sethi, Avanti P","Emandi, Kusuma P",,,,
OPRE,6335,501,,10,4,,2,,,,,,,,,,,,,"Koganti, Ramakrishna",,,,,
OPRE,6341,0W1,,31,10,8,6,2,,3,,,,,,,,,,"Honhon, Dorothee B","Jha, Shailesh K",,,,
OPRE,6359,001,,8,1,5,1,2,,1,,,,,,,,,,"Sethi, Avanti P","Emandi, Kusuma P",,,,
OPRE,6359,003,,4,4,2,1,2,1,3,,,,,1,,,,,"Enayaty Ahangar, Negin","Riaz, Muhammad Ahson","Bhagwath, Amogh Mahesh",,,
OPRE,6359,004,,7,,1,1,,1,,,,,,,,,,,"Ramezani, Rasoul","Padsumbiya, Mihir Harjivan",,,,
OPRE,6359,005,,5,3,3,2,,1,,,,,,1,,,,,"Whalen, Tristan G","Bhagwath, Amogh Mahesh","Shah, Bhavya",,,
OPRE,6359,006,,4,7,5,2,5,4,1,,,,,1,,,,,"Toptal, Aysegul","Bhupalam, Harish",,,,
OPRE,6359,007,,6,7,5,3,,4,3,,,,,1,,,,,"Toptal, Aysegul","Bhupalam, Harish",,,,
OPRE,6359,008,,11,5,2,1,,1,1,,,,,,,,,,"Whalen, Tristan G","Shah, Bhavya","Bhagwath, Amogh Mahesh",,,
OPRE,6359,009,,2,4,1,6,4,1,1,,,,,1,,,,,"Enayaty Ahangar, Negin","Riaz, Muhammad Ahson","Bhagwath, Amogh Mahesh",,,
OPRE,6359,010,,12,7,4,1,2,2,1,,,,,,,,,,"Whalen, Tristan G","Bhagwath, Amogh Mahesh","Shah, Bhavya",,,
OPRE,6359,0W2,,13,2,4,2,1,,,,,,,,,,,2,"Ahadi, Khatereh","Vashist, Shekhar",,,,
OPRE,6362,001,,10,17,6,5,3,1,1,,,,,,,,,,"Kennedyd, Sarmann I","Kurvinkop, Amit A","Dang, Sidakvir S",,,
OPRE,6362,0W1,,27,7,6,5,1,,,,,,,,,,,,"Alborz, Shawn",,,,,
OPRE,6362,0W2,,24,9,6,4,3,,1,,,,,,,,,,"Alborz, Shawn",,,,,
OPRE,6364,0W1,,9,6,8,,1,1,,,,,,1,,1,,,"Ramanathan, Kannan","Kalakota, Anusha","Nuti, Sowjanya",,,
OPRE,6366,501,,14,6,7,2,5,2,6,,,,,1,,,,,"Leach, Sonia E","Batra, Nirmanyu",,,,
OPRE,6366,0W1,,8,8,5,6,4,1,1,,,,,2,,,,,"Leach, Sonia E","Batra, Nirmanyu",,,,
OPRE,6367,002,,21,,,,,,,,,,,,,,,,"Parks, David",,,,,
OPRE,6369,501,,14,29,3,2,2,,,,,,,,,,,,"Subramoniam, Ramesh","Raveena, FNU",,,,
OPRE,6369,0W1,,12,3,,2,2,,,,,,,,,,,1,"Subramoniam, Ramesh","Raveena, FNU",,,,
OPRE,6369,PW1,,10,3,1,2,,1,,,,,,,,,,,"Subramoniam, Ramesh","Rajamani, Divakar","Raveena, FNU",,,
OPRE,6370,001,,6,,2,3,1,,,,,,,,,,,,"Frazelle, Andrew","Choksi, Aditya Jay",,,,
OPRE,6370,501,,49,11,1,2,,1,,,,,,,,,,,"Sabri, Ehap H","Choksi, Aditya Jay",,,,
OPRE,6371,001,,10,9,8,9,2,,1,,,,,,,,,1,"Katok, Elena M","Salokhe, Raviraj",,,,
OPRE,6371,0W1,,15,14,11,12,4,1,,,,,,,,,,1,"Hu, Bin","Salokhe, Raviraj",,,,
OPRE,6372,PW1,,8,,1,3,,,,,,,,1,,,,,"Cazares, Joseph A","LeBoeuf, Nicole T","Rajamani, Divakar",,,
OPRE,6373,PW1,,10,,,,,,,,,,,,,,,,"Cazares, Joseph A","Slaikeu, Karl A",,,,
OPRE,6378,002,,14,20,10,2,2,1,1,,,,,1,,,,,"Widdifield, David S",,,,,
OPRE,6378,0W1,,9,23,10,2,2,1,,,,,,,,,,,"Widdifield, David S",,,,,
OPRE,6379,501,,8,6,12,4,6,4,2,,,,,1,,,,,"Rajamani, Divakar","Loganathan, Naveen Kumar",,,,
OPRE,6382,0W1,,35,4,2,,,,,,,,,1,,,,,"Vicario, Joseph A","Divin, Diane T",,,,
OPRE,7353,001,,5,,4,2,,,,,,,,,,,,,"Dawande, Milind W","Bu, Like",,,,
OPRE,4V91,001,5,14,8,6,2,1,,,,,,,,,,,,"Brussolo, Monica E",,,,,
OPRE,6V98,001,,,,,,,,,,,,,,,,,,"Fierst, John","Widdifield, David S",,,,
PA,2325,001,1,15,2,2,4,,3,1,,,1,,1,,,,1,"Benavides, Abraham",,,,,
PA,2325,HN1,,23,1,,1,,,,,,,,,,,,,"Harrington, James",,,,,
PA,3333,0W1,,6,6,2,2,1,,,,1,,,1,,,,,"Rafi, Ahmed",,,,,
PA,3380,0W1,,13,3,1,,1,,1,1,,,,1,,,,,"Yoon, Youngseok",,,,,
PA,3382,001,,11,1,2,,1,,,,,,,,,,,,"McCaskill, John R",,,,,
PA,4386,0W1,23,12,18,3,2,2,1,,1,,,,4,,,,,"Maxwell, Sarah P",,,,,
PA,6311,501,,9,,2,,,,,,,,,,,,,,"Benavides, Abraham","Dzogolo, Moise M",,,,
PA,6311,502,,14,,,1,,,,,,,,,,,,1,"McCaskill, John R",,,,,
PA,6313,501,,21,,,1,,,,,,,,,,,,,"McCaskill, John R",,,,,
PA,6321,0E1,,15,,,5,,,,,,,,,,,,,"Benavides, Teodoro J",,,,,
PA,6344,501,,12,,,,,,,,,,,,,,,,"Benavides, Teodoro J",,,,,
PA,6345,001,,10,,,,,,,,,,,,,,,,"McCandless, Sean",,,,,
PA,6382,0W1,,18,3,3,4,,,,,,,,,,,,1,"Searing, Elizabeth A","Mulumba Katchy, Josue","Pavel, Md Eyasin Ul Islam",,,
PA,7320,501,,12,,,,,,,,,,,,,,,,"Sabharwal, Meghna",,,,,
PA,7330,501,,5,3,1,1,,,,,,,,,,,,1,"Harrington, James",,,,,
PA,7375,501,,8,3,2,,,,1,,,,,,,,,,"Searing, Elizabeth A",,,,,
PHIL,1301,001,,52,,5,28,,3,16,,,5,,1,,,,6,"Amato, Lawrence A","Meyer, Zachary M","Sampson, Eric",,,
PHIL,1301,002,3,6,3,2,2,1,1,2,,,1,2,1,,1,,3,"Campos, Laura",,,,,
PHIL,1306,001,8,12,13,3,11,4,2,3,,2,5,2,1,,1,,9,"Ren, Songyao","Vecchio, Anthony",,,,
PHIL,1307,001,,28,,,13,,,6,,,2,,7,,,,,"Amato, Lawrence A","Bensinger, Justin F",,,,
PHIL,2303,001,10,5,,2,4,,1,6,,1,2,,1,,,,3,"Escalante, Elizabeth R",,,,,
PHIL,3324,001,6,7,,,1,,1,1,,,,,,,1,,,"Amato, Lawrence A",,,,,
PHIL,3328,001,1,3,4,,4,,,,,,,,,,,,1,"Gossin, Pamela S",,,,,
PHIL,4322,001,5,5,2,,2,,,,,,,,,,1,,,"Ren, Songyao",,,,,
PHIL,4331,001,,6,4,2,2,,,,1,,,,,,,,1,"Bambach, Charles R",,,,,
PHIN,1120,001,,25,,,,,,,,,,,,,,,,"Gold, Terry",,,,,
PHIN,1120,002,,21,,,,,,1,,,,,,,,,1,"Gold, Terry",,,,,
PHIN,1121,501,,15,,,2,,,,,,,,1,,,,,"Bell, John S",,,,,
PHYS,1100,001,,,,,,,,,,,,,,25,,3,,"Kadala, Roger H",,,,,
PHYS,1101,101,3,8,1,3,1,,1,,,,,,,,,,,"Khan, Amena L","Srivastava, Anusha",,,,
PHYS,1101,102,8,15,2,1,,,,,,,,,,,,,,"Khan, Amena L","Iqbal, Mazhar",,,,
PHYS,1101,103,18,11,,,,,,,,,,,,,,,,"Khan, Amena L","Kajla, Rohit",,,,
PHYS,1101,104,5,18,2,1,1,,,,,,1,1,,,,,,"Khan, Amena L","Iqbal, Mazhar",,,,
PHYS,1101,105,7,17,1,1,,1,,,,,,1,1,,,,,"Khan, Amena L","Srivastava, Anusha",,,,
PHYS,1101,106,14,10,,1,1,1,,,,,,,,,,,,"Khan, Amena L","Khalid, Muhammad",,,,
PHYS,1101,107,9,13,1,3,1,,,,,,,,1,,,,1,"Khan, Amena L",,,,,
PHYS,1101,601,7,8,2,,,,,,,,,,1,,,,,"Khan, Amena L",,,,,
PHYS,1102,101,12,10,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Arabiat, Aya H",,,
PHYS,1102,102,16,5,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Ahmad, Faiz",,,
PHYS,1102,103,,5,6,4,2,,,,,,,,1,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Boren, Brandon K",,,
PHYS,1102,104,1,16,1,,,1,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Ghosh, Bishal K",,,
PHYS,1102,105,17,7,,,,,,,,,,,,,,,,"Mac Alevey, Paul J","Saleh, Lamya","Ahmad, Faiz",,,
